Player,Goal Scoring Efficiency,Creativity Efficiency,D&B Efficiency,Defending Efficiency,Nation,Pos,Squad,Age,Born,90sâ¼,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Passing Cmp,Passing Att,Passing Cmp%,Passing TotDist,Passing PrgDist,Short Passing Cmp,Short Passing Att,Short Passing Cmp%,Medium Passing Cmp,Medium Passing Att,Medium Passing Cmp%,Long Passing Cmp,Long Passing Att,Long Passing Cmp%,Assists,xA,A-xA,KP,Final Third Passes,PPA,CrsPA,Prog,Live Passes,Dead Passes,FK Passes,TB Passes,Press Passes,Sw Passes,Crs Passes,CK Passes,CK Inswinging,CK Outswinging,CK Straight,Ground Passes,Low Passes,High Passes,Left Footed Passes,Right Footed Passes,Head Passes,Throw in Passes,Other Passes,Offside Passes,Out Passes,Intercepted Passes,Blocked Passes,SCA,SCA90,SCA PassLive,SCA PassDead,SCA Drib,SCA Sh,SCA Fld,SCA Def,GCA,GCA90,GCA PassLive,GCA PassDead,GCA Drib,GCA Sh,GCA Fld,GCA Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,vs Dribble TklW,vs Dribble Tkl Att,vs Dribble Tkl%,vs Dribble Past,Pressures Total,Pressures Succ,Pressures Succesful%,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks,Blocked Shots,Blcoked SOT,Blocked Pass,Int,Blocks and Interceptions,Tkl+Int,Clearances,Mistake To Goal,Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Dribbles Succ,Dribbles Att,Dribbles Succ%,Dribbles #Pl,Megs,Carries,Carry TotDist,Carry PrgDist,Carry Prog,Carries Final Third,Carry into box,Miscontrol,Displaced,Receiving Pass Target,Receiving Pass Rec,Rec%,Proggresive Passes Received,CrdY,CrdR,2CrdY,Fls,Fld,Offsides,Crosses Attempted,PKwon,PKcon,OG,Recoveries,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Minutes Played
Wilfred Ndidi,0.62746198,0.3095671,0.27567835,0.9999978,ng NGA,CDM,Leicester City,23.00,1996.00,24.20,1.00,16.00,1.00,6.30,0.66,0.04,0.06,1.00,18.80,0.00,0.00,0.00,0.80,0.80,0.05,0.20,0.20,1201.00,1363.00,88.10,22396.00,4643.00,485.00,546.00,88.80,529.00,565.00,93.60,161.00,206.00,78.20,4.00,1.50,2.50,15.00,80.00,4.00,0.00,57.00,1346.00,17.00,16.00,3.00,172.00,28.00,3.00,0.00,0.00,0.00,0.00,1065.00,133.00,165.00,172.00,1091.00,66.00,1.00,3.00,3.00,14.00,29.00,15.00,33.00,1.36,27.00,0.00,0.00,0.00,1.00,5.00,8.00,0.33,7.00,0.00,0.00,0.00,0.00,1.00,108.00,73.00,50.00,49.00,9.00,30.00,75.00,40.00,45.00,489.00,183.00,37.40,198.00,245.00,46.00,66.00,13.00,0.00,53.00,62.00,128.00,170.00,77.00,0.00,1710.00,121.00,626.00,986.00,189.00,14.00,1696.00,11.00,20.00,55.00,11.00,0.00,1062.00,4866.00,1798.00,43.00,19.00,1.00,18.00,18.00,1135.00,1058.00,93.20,18.00,6.00,0.00,0.00,59.00,20.00,0.00,3.00,0.00,1.00,0.00,300.00,51.00,35.00,59.30,2176.00
Jeffrey Schlupp,0.7322932,0.48826989,0.6930508,0.654239996,gh GHA,MF,Crystal Palace,27.00,1992.00,15.90,2.00,18.00,10.00,55.60,1.13,0.63,0.11,0.20,13.40,0.00,0.00,0.00,1.60,1.60,0.09,0.40,0.40,304.00,429.00,70.90,4887.00,1406.00,156.00,203.00,76.80,118.00,159.00,74.20,21.00,39.00,53.80,3.00,1.70,1.30,17.00,31.00,10.00,2.00,36.00,415.00,14.00,3.00,1.00,124.00,6.00,27.00,1.00,0.00,0.00,0.00,296.00,57.00,76.00,293.00,76.00,24.00,7.00,2.00,3.00,3.00,12.00,21.00,34.00,2.14,26.00,0.00,2.00,1.00,5.00,0.00,6.00,0.38,4.00,0.00,0.00,1.00,1.00,0.00,37.00,20.00,17.00,13.00,7.00,8.00,24.00,33.30,16.00,247.00,68.00,27.50,87.00,114.00,46.00,35.00,8.00,0.00,27.00,21.00,56.00,58.00,15.00,1.00,675.00,29.00,133.00,323.00,263.00,54.00,661.00,32.00,57.00,56.10,35.00,0.00,426.00,1989.00,1028.00,59.00,16.00,13.00,25.00,52.00,554.00,423.00,76.40,84.00,3.00,0.00,0.00,34.00,26.00,0.00,27.00,0.00,0.00,0.00,116.00,32.00,43.00,42.70,1428.00
Ashley Westwood,0.29491335,0.90572865,0.309748552,0.782124448,eng ENG,MF,Burnley,30.00,1990.00,37.90,3.00,19.00,6.00,31.60,0.50,0.16,0.16,0.50,22.40,0.00,0.00,0.00,1.10,1.10,0.06,1.90,1.90,1567.00,2125.00,73.70,33232.00,10582.00,554.00,622.00,89.10,647.00,780.00,82.90,323.00,642.00,50.30,3.00,5.00,-2.00,49.00,181.00,73.00,12.00,202.00,1889.00,236.00,88.00,2.00,275.00,110.00,71.00,85.00,65.00,7.00,7.00,1206.00,229.00,690.00,98.00,1929.00,75.00,9.00,1.00,11.00,39.00,39.00,40.00,84.00,2.22,59.00,21.00,1.00,0.00,1.00,2.00,5.00,0.13,3.00,2.00,0.00,0.00,0.00,0.00,25.00,14.00,9.00,12.00,4.00,5.00,40.00,12.50,35.00,492.00,133.00,27.00,155.00,265.00,72.00,50.00,10.00,0.00,40.00,48.00,98.00,73.00,49.00,0.00,2379.00,66.00,414.00,1448.00,626.00,26.00,2153.00,12.00,18.00,66.70,14.00,0.00,1361.00,5347.00,2449.00,97.00,38.00,0.00,19.00,19.00,1652.00,1519.00,91.90,35.00,7.00,0.00,0.00,50.00,53.00,0.00,71.00,0.00,0.00,0.00,420.00,14.00,31.00,31.10,3410.00
Ross Barkley,0.6178794,1.00000002,0.934194834,0.60159442,eng ENG,MF,Aston Villa,26.00,1993.00,17.00,3.00,38.00,11.00,28.90,2.23,0.65,0.08,0.27,18.40,2.00,0.00,0.00,3.20,3.20,0.08,-0.20,-0.20,619.00,764.00,81.00,11391.00,2909.00,290.00,331.00,87.60,230.00,265.00,86.80,86.00,133.00,64.70,1.00,3.60,-2.60,39.00,45.00,27.00,0.00,76.00,667.00,97.00,23.00,0.00,170.00,22.00,20.00,54.00,19.00,10.00,11.00,534.00,104.00,126.00,100.00,602.00,32.00,4.00,4.00,2.00,8.00,15.00,20.00,75.00,4.41,43.00,20.00,9.00,1.00,2.00,0.00,5.00,0.29,3.00,1.00,0.00,0.00,1.00,0.00,6.00,2.00,2.00,4.00,0.00,3.00,12.00,25.00,9.00,245.00,58.00,23.70,35.00,143.00,67.00,19.00,2.00,0.00,17.00,5.00,24.00,11.00,8.00,0.00,944.00,16.00,137.00,421.00,444.00,66.00,849.00,34.00,47.00,72.30,35.00,0.00,608.00,3337.00,1818.00,81.00,28.00,11.00,34.00,38.00,818.00,649.00,79.30,83.00,0.00,0.00,0.00,16.00,26.00,5.00,20.00,1.00,0.00,0.00,144.00,25.00,25.00,50.00,1531.00
Curtis Jones,0.5903144,0.83225546,0.9999999,0.72908899,eng ENG,MF,Liverpool,19.00,2001.00,13.10,1.00,19.00,8.00,42.10,1.45,0.61,0.05,0.13,18.70,0.00,0.00,0.00,1.40,1.40,0.07,-0.40,-0.40,890.00,976.00,91.20,15013.00,3201.00,433.00,465.00,93.10,354.00,374.00,94.70,86.00,105.00,81.90,2.00,1.60,0.40,13.00,97.00,22.00,2.00,66.00,965.00,11.00,1.00,2.00,100.00,12.00,7.00,0.00,0.00,0.00,0.00,847.00,54.00,75.00,125.00,798.00,34.00,6.00,5.00,2.00,1.00,17.00,11.00,37.00,2.82,30.00,0.00,2.00,0.00,2.00,3.00,4.00,0.31,4.00,0.00,0.00,0.00,0.00,0.00,21.00,16.00,8.00,8.00,5.00,10.00,23.00,43.50,13.00,234.00,70.00,29.90,51.00,110.00,73.00,18.00,0.00,0.00,18.00,17.00,35.00,38.00,10.00,1.00,1122.00,15.00,148.00,661.00,409.00,30.00,1112.00,15.00,29.00,51.70,17.00,0.00,893.00,4666.00,2420.00,131.00,44.00,9.00,14.00,27.00,1001.00,910.00,90.90,71.00,2.00,0.00,0.00,19.00,18.00,1.00,7.00,0.00,0.00,0.00,121.00,12.00,21.00,36.40,1179.00
JoÃ£o Moutinho,0.27685949,0.73479987,0.462263318,0.78140281,pt POR,MF,Wolves,33.00,1986.00,28.10,1.00,15.00,4.00,26.70,0.53,0.14,0.07,0.25,22.30,1.00,0.00,0.00,0.70,0.70,0.04,0.30,0.30,1540.00,1817.00,84.80,30715.00,7297.00,537.00,586.00,91.60,718.00,787.00,91.20,253.00,382.00,66.20,1.00,2.60,-1.60,47.00,117.00,19.00,6.00,123.00,1612.00,205.00,99.00,4.00,268.00,76.00,43.00,102.00,25.00,41.00,1.00,1201.00,263.00,353.00,104.00,1619.00,69.00,3.00,4.00,5.00,23.00,34.00,28.00,91.00,3.24,55.00,29.00,0.00,2.00,2.00,3.00,4.00,0.14,1.00,2.00,0.00,0.00,1.00,0.00,70.00,46.00,36.00,28.00,6.00,29.00,94.00,30.90,65.00,543.00,160.00,29.50,206.00,267.00,70.00,40.00,3.00,0.00,37.00,39.00,79.00,109.00,31.00,0.00,2051.00,57.00,438.00,1184.00,539.00,10.00,1851.00,10.00,23.00,43.50,12.00,0.00,1248.00,5857.00,3114.00,156.00,40.00,1.00,11.00,7.00,1463.00,1358.00,92.80,44.00,5.00,1.00,1.00,52.00,30.00,0.00,43.00,0.00,1.00,0.00,279.00,20.00,24.00,45.50,2528.00
Fabinho,0.2625864,0.26943729,0.547827765,0.80470531,br BRA,CDM,Liverpool,26.00,1993.00,28.50,0.00,10.00,1.00,10.00,0.35,0.04,0.00,0.00,21.80,0.00,0.00,0.00,0.40,0.40,0.04,-0.40,-0.40,1867.00,2049.00,91.10,38166.00,9896.00,592.00,632.00,93.70,984.00,1039.00,94.70,272.00,350.00,77.70,0.00,0.40,-0.40,3.00,110.00,16.00,1.00,102.00,2001.00,48.00,42.00,3.00,188.00,37.00,2.00,0.00,0.00,0.00,0.00,1662.00,146.00,241.00,142.00,1796.00,58.00,6.00,8.00,1.00,14.00,17.00,8.00,23.00,0.81,20.00,0.00,0.00,0.00,2.00,1.00,4.00,0.14,3.00,0.00,0.00,0.00,1.00,0.00,72.00,51.00,25.00,40.00,7.00,25.00,56.00,44.60,31.00,351.00,115.00,32.80,120.00,200.00,31.00,41.00,12.00,0.00,29.00,49.00,90.00,121.00,106.00,0.00,2334.00,175.00,916.00,1372.00,176.00,13.00,2288.00,5.00,9.00,55.60,6.00,0.00,1507.00,7484.00,4215.00,156.00,26.00,2.00,8.00,13.00,1717.00,1677.00,97.70,17.00,6.00,0.00,0.00,39.00,31.00,0.00,2.00,1.00,2.00,0.00,319.00,62.00,52.00,54.40,2567.00
Nemanja MatiÄ,0.457203,0.4314586,0.999999585,0.78855908,rs SRB,CDM,Manchester Utd,31.00,1988.00,12.30,0.00,6.00,3.00,50.00,0.49,0.24,0.00,0.00,21.10,0.00,0.00,0.00,0.30,0.30,0.05,-0.30,-0.30,882.00,975.00,90.50,16853.00,4366.00,346.00,371.00,93.30,418.00,450.00,92.90,109.00,135.00,80.70,0.00,0.40,-0.40,7.00,83.00,10.00,3.00,79.00,941.00,34.00,31.00,1.00,131.00,33.00,6.00,0.00,0.00,0.00,0.00,817.00,66.00,92.00,819.00,124.00,19.00,3.00,0.00,3.00,4.00,19.00,11.00,20.00,1.63,18.00,0.00,0.00,2.00,0.00,0.00,3.00,0.24,3.00,0.00,0.00,0.00,0.00,0.00,24.00,15.00,13.00,10.00,1.00,10.00,31.00,32.30,21.00,175.00,56.00,32.00,79.00,81.00,15.00,30.00,5.00,0.00,25.00,18.00,48.00,42.00,21.00,1.00,1088.00,44.00,332.00,706.00,185.00,9.00,1058.00,15.00,18.00,83.30,15.00,0.00,783.00,5297.00,3315.00,111.00,36.00,3.00,7.00,10.00,855.00,823.00,96.30,9.00,2.00,0.00,0.00,18.00,8.00,0.00,6.00,0.00,0.00,0.00,127.00,19.00,8.00,70.40,1106.00
Declan Rice,0.20768665,0.37418874,0.616399814,0.75947736,eng ENG,MF,West Ham,21.00,1999.00,32.00,2.00,24.00,7.00,29.20,0.75,0.22,0.04,0.14,19.90,2.00,1.00,2.00,3.00,1.50,0.06,-1.00,-0.50,1298.00,1506.00,86.20,25003.00,6065.00,525.00,580.00,90.50,567.00,628.00,90.30,192.00,261.00,73.60,1.00,2.10,-1.10,19.00,113.00,21.00,9.00,94.00,1484.00,22.00,19.00,4.00,222.00,58.00,29.00,0.00,0.00,0.00,0.00,1177.00,134.00,195.00,203.00,1202.00,64.00,2.00,0.00,3.00,19.00,23.00,20.00,49.00,1.53,41.00,1.00,3.00,2.00,1.00,1.00,3.00,0.09,2.00,0.00,0.00,1.00,0.00,0.00,77.00,53.00,45.00,31.00,1.00,24.00,55.00,43.60,31.00,495.00,149.00,30.10,212.00,246.00,37.00,54.00,13.00,0.00,41.00,68.00,122.00,145.00,46.00,1.00,1800.00,99.00,508.00,1125.00,327.00,40.00,1776.00,33.00,37.00,89.20,33.00,0.00,1197.00,8223.00,4320.00,165.00,59.00,7.00,24.00,21.00,1271.00,1186.00,93.30,35.00,2.00,0.00,0.00,26.00,19.00,1.00,29.00,0.00,1.00,0.00,315.00,47.00,29.00,61.80,2879.00
Scott McTominay,0.32384028,0.3164048,0.576903805,0.83483498,sct SCO,MF,Manchester Utd,23.00,1996.00,23.70,4.00,26.00,7.00,26.90,1.10,0.30,0.15,0.57,16.10,0.00,0.00,0.00,2.10,2.10,0.08,1.90,1.90,1109.00,1270.00,87.30,21728.00,5711.00,427.00,466.00,91.60,511.00,567.00,90.10,155.00,205.00,75.60,1.00,0.90,0.10,14.00,109.00,9.00,1.00,104.00,1228.00,42.00,32.00,0.00,169.00,44.00,9.00,2.00,2.00,0.00,0.00,1037.00,86.00,147.00,105.00,1079.00,51.00,8.00,3.00,1.00,14.00,22.00,24.00,33.00,1.40,24.00,0.00,0.00,1.00,6.00,2.00,3.00,0.13,1.00,0.00,0.00,0.00,1.00,1.00,48.00,29.00,26.00,16.00,6.00,16.00,40.00,40.00,24.00,348.00,107.00,30.70,124.00,171.00,53.00,56.00,15.00,0.00,41.00,51.00,107.00,99.00,54.00,0.00,1581.00,90.00,458.00,915.00,334.00,36.00,1549.00,22.00,32.00,68.80,22.00,0.00,1078.00,5805.00,3281.00,125.00,42.00,5.00,32.00,30.00,1162.00,1094.00,94.10,37.00,3.00,0.00,0.00,51.00,48.00,1.00,9.00,0.00,0.00,0.00,215.00,49.00,34.00,59.00,2129.00
Fernandinho,0.425638,0.64161019,1.000001543,0.78390447,br BRA,MF,Manchester City,35.00,1985.00,13.20,0.00,15.00,3.00,20.00,1.14,0.23,0.00,0.00,21.60,0.00,0.00,0.00,0.80,0.80,0.06,-0.80,-0.80,878.00,1001.00,87.70,16840.00,4565.00,372.00,407.00,91.40,384.00,423.00,90.80,117.00,159.00,73.60,2.00,0.90,1.10,12.00,135.00,17.00,2.00,96.00,975.00,26.00,19.00,2.00,122.00,33.00,6.00,1.00,0.00,1.00,0.00,788.00,78.00,135.00,122.00,813.00,40.00,6.00,2.00,1.00,5.00,23.00,9.00,29.00,2.20,21.00,0.00,3.00,0.00,0.00,5.00,3.00,0.23,2.00,0.00,0.00,0.00,0.00,1.00,31.00,22.00,6.00,17.00,8.00,12.00,38.00,31.60,26.00,223.00,75.00,33.60,47.00,142.00,34.00,15.00,1.00,0.00,14.00,26.00,41.00,57.00,32.00,0.00,1127.00,37.00,181.00,846.00,181.00,12.00,1104.00,10.00,15.00,66.70,13.00,0.00,793.00,4035.00,2437.00,135.00,42.00,5.00,4.00,6.00,884.00,856.00,96.80,9.00,6.00,0.00,0.00,31.00,10.00,0.00,6.00,0.00,0.00,0.00,132.00,29.00,18.00,61.70,1188.00
Jorginho,0.4416122,0.53665884,0.519017732,0.94182414,it ITA,MF,Chelsea,28.00,1991.00,22.30,7.00,6.00,0.00,0.00,0.27,0.00,0.00,,39.50,0.00,7.00,9.00,7.00,0.10,0.02,0.00,-0.10,1558.00,1740.00,89.50,27960.00,6525.00,706.00,755.00,93.50,670.00,733.00,91.40,160.00,218.00,73.40,1.00,2.10,-1.10,24.00,140.00,20.00,1.00,115.00,1713.00,27.00,27.00,2.00,197.00,31.00,1.00,0.00,0.00,0.00,0.00,1400.00,134.00,206.00,119.00,1559.00,47.00,0.00,2.00,2.00,22.00,31.00,13.00,51.00,2.28,48.00,0.00,1.00,0.00,0.00,2.00,3.00,0.13,3.00,0.00,0.00,0.00,0.00,0.00,59.00,38.00,25.00,28.00,6.00,22.00,73.00,30.10,51.00,467.00,165.00,35.30,169.00,241.00,57.00,42.00,5.00,0.00,37.00,51.00,93.00,110.00,21.00,1.00,1965.00,73.00,538.00,1241.00,303.00,18.00,1935.00,18.00,25.00,72.00,20.00,0.00,1331.00,5388.00,2889.00,102.00,28.00,2.00,11.00,18.00,1545.00,1499.00,97.00,15.00,2.00,0.00,0.00,40.00,36.00,0.00,1.00,0.00,1.00,0.00,221.00,16.00,17.00,48.50,2010.00
Donny van de Beek,0.7580045,0.556017,0.441366,0.7004374,nl NED,MF,Manchester Utd,23.00,1997.00,5.80,1.00,2.00,1.00,50.00,0.34,0.17,0.50,1.00,18.60,0.00,0.00,0.00,0.30,0.30,0.14,0.70,0.70,235.00,279.00,84.20,3651.00,758.00,126.00,141.00,89.40,94.00,102.00,92.20,11.00,17.00,64.70,1.00,1.00,0.00,3.00,11.00,2.00,1.00,10.00,275.00,4.00,2.00,0.00,44.00,4.00,4.00,0.00,0.00,0.00,0.00,237.00,25.00,17.00,21.00,248.00,5.00,2.00,2.00,0.00,2.00,8.00,13.00,12.00,2.06,10.00,0.00,1.00,0.00,1.00,0.00,2.00,0.34,1.00,0.00,0.00,0.00,1.00,0.00,12.00,9.00,3.00,6.00,3.00,3.00,13.00,23.10,10.00,105.00,32.00,30.50,21.00,59.00,25.00,11.00,1.00,0.00,10.00,7.00,18.00,19.00,9.00,0.00,343.00,11.00,65.00,171.00,120.00,28.00,339.00,9.00,13.00,69.20,9.00,0.00,208.00,761.00,362.00,19.00,7.00,0.00,8.00,8.00,312.00,254.00,81.40,43.00,1.00,0.00,0.00,7.00,7.00,0.00,4.00,1.00,0.00,0.00,44.00,3.00,4.00,42.90,524.00
Sean Longstaff,0.3002403,0.30665681,0.227032055,0.78743493,eng ENG,MF,Newcastle Utd,22.00,1997.00,15.70,0.00,15.00,5.00,33.30,0.96,0.32,0.00,0.00,18.70,1.00,0.00,0.00,1.40,1.40,0.09,-1.40,-1.40,452.00,572.00,79.00,9478.00,2178.00,174.00,197.00,88.30,176.00,200.00,88.00,89.00,147.00,60.50,1.00,1.10,-0.10,11.00,41.00,2.00,1.00,40.00,529.00,43.00,15.00,1.00,92.00,43.00,7.00,20.00,8.00,6.00,4.00,372.00,83.00,117.00,110.00,413.00,33.00,3.00,2.00,2.00,13.00,19.00,11.00,21.00,1.34,12.00,5.00,1.00,0.00,2.00,1.00,2.00,0.13,2.00,0.00,0.00,0.00,0.00,0.00,36.00,21.00,16.00,17.00,3.00,21.00,60.00,35.00,39.00,398.00,99.00,24.90,168.00,184.00,46.00,29.00,4.00,0.00,25.00,19.00,48.00,55.00,21.00,1.00,720.00,31.00,196.00,376.00,178.00,21.00,679.00,4.00,8.00,50.00,5.00,0.00,394.00,1690.00,723.00,23.00,6.00,1.00,9.00,7.00,500.00,433.00,86.60,21.00,2.00,0.00,0.00,26.00,23.00,0.00,7.00,0.00,0.00,0.00,118.00,12.00,15.00,44.40,1412.00
Tom Cairney,0.4785215,0.9756584,0.9664824,0.59110482,sct SCO,MF,Fulham,29.00,1991.00,8.40,1.00,12.00,4.00,33.30,1.42,0.47,0.08,0.25,20.00,0.00,0.00,0.00,0.70,0.70,0.06,0.30,0.30,551.00,621.00,88.70,11165.00,2009.00,214.00,227.00,94.30,227.00,247.00,91.90,100.00,128.00,78.10,1.00,1.40,-0.40,20.00,61.00,10.00,5.00,32.00,586.00,35.00,19.00,0.00,76.00,34.00,18.00,14.00,2.00,9.00,1.00,473.00,51.00,97.00,577.00,32.00,9.00,0.00,2.00,1.00,6.00,7.00,11.00,35.00,4.15,21.00,8.00,3.00,1.00,2.00,0.00,2.00,0.24,2.00,0.00,0.00,0.00,0.00,0.00,5.00,4.00,1.00,2.00,2.00,0.00,3.00,0.00,3.00,65.00,21.00,32.30,18.00,32.00,15.00,6.00,0.00,0.00,6.00,1.00,7.00,6.00,3.00,0.00,689.00,10.00,103.00,383.00,252.00,13.00,658.00,12.00,18.00,66.70,12.00,0.00,545.00,2737.00,1269.00,58.00,23.00,1.00,11.00,7.00,610.00,562.00,92.10,31.00,2.00,0.00,0.00,5.00,19.00,1.00,18.00,1.00,0.00,0.00,71.00,2.00,5.00,28.60,759.00
Ainsley Maitland-Niles,0.274075,0.32706922,0.5655304,0.933545,eng ENG,MF,West Brom,22.00,1997.00,13.70,0.00,10.00,3.00,30.00,0.73,0.22,0.00,0.00,22.30,0.00,0.00,0.00,0.70,0.70,0.07,-0.70,-0.70,307.00,401.00,76.60,4599.00,1301.00,170.00,206.00,82.50,91.00,119.00,76.50,27.00,41.00,65.90,0.00,0.70,-0.70,5.00,18.00,8.00,1.00,34.00,385.00,16.00,1.00,2.00,79.00,7.00,12.00,2.00,1.00,0.00,0.00,281.00,62.00,58.00,53.00,303.00,31.00,3.00,4.00,1.00,7.00,19.00,17.00,18.00,1.32,15.00,0.00,0.00,0.00,3.00,0.00,2.00,0.15,1.00,0.00,0.00,0.00,1.00,0.00,20.00,14.00,9.00,6.00,5.00,5.00,28.00,17.90,23.00,327.00,104.00,31.80,99.00,150.00,78.00,19.00,2.00,0.00,17.00,25.00,44.00,45.00,26.00,0.00,572.00,40.00,132.00,275.00,204.00,35.00,556.00,18.00,35.00,51.40,21.00,0.00,341.00,1697.00,869.00,40.00,16.00,8.00,18.00,32.00,440.00,325.00,73.90,45.00,2.00,0.00,0.00,12.00,18.00,0.00,12.00,1.00,0.00,0.00,124.00,8.00,22.00,26.70,1230.00
Cheikhou KouyatÃ©,0.1135012,0.10464456,0.1701848,0.6433474,sn SEN,CDM,Crystal Palace,30.00,1989.00,34.70,1.00,7.00,2.00,28.60,0.20,0.06,0.14,0.50,9.60,0.00,0.00,0.00,0.80,0.80,0.11,0.20,0.20,959.00,1217.00,78.80,19698.00,6299.00,332.00,390.00,85.10,433.00,497.00,87.10,176.00,295.00,59.70,0.00,0.20,-0.20,6.00,39.00,3.00,1.00,33.00,1160.00,57.00,53.00,0.00,153.00,13.00,4.00,0.00,0.00,0.00,0.00,784.00,153.00,280.00,92.00,987.00,73.00,3.00,10.00,2.00,21.00,14.00,21.00,16.00,0.46,14.00,0.00,0.00,1.00,1.00,0.00,2.00,0.06,2.00,0.00,0.00,0.00,0.00,0.00,70.00,36.00,53.00,14.00,3.00,26.00,45.00,57.80,19.00,350.00,109.00,31.10,230.00,102.00,18.00,62.00,28.00,0.00,34.00,38.00,100.00,108.00,162.00,2.00,1565.00,241.00,908.00,646.00,71.00,28.00,1511.00,6.00,9.00,66.70,6.00,0.00,783.00,3715.00,1592.00,28.00,3.00,0.00,4.00,11.00,876.00,830.00,94.70,9.00,4.00,0.00,0.00,43.00,20.00,0.00,4.00,0.00,0.00,0.00,310.00,94.00,51.00,64.80,3121.00
RÃºben Neves,0.426432,0.47312874,0.49580546,0.88200934,pt POR,MF,Wolves,23.00,1997.00,29.70,5.00,64.00,14.00,21.90,2.15,0.47,0.03,0.14,25.40,11.00,3.00,3.00,5.10,2.90,0.04,-0.10,-0.90,1633.00,1937.00,84.30,38493.00,8615.00,419.00,476.00,88.00,800.00,888.00,90.10,406.00,537.00,75.60,1.00,2.10,-1.10,32.00,203.00,21.00,2.00,140.00,1880.00,57.00,53.00,6.00,246.00,127.00,17.00,0.00,0.00,0.00,0.00,1299.00,295.00,343.00,142.00,1697.00,62.00,3.00,8.00,2.00,32.00,46.00,29.00,62.00,2.09,50.00,3.00,3.00,2.00,1.00,3.00,2.00,0.07,2.00,0.00,0.00,0.00,0.00,0.00,90.00,66.00,45.00,38.00,7.00,37.00,95.00,38.90,58.00,584.00,195.00,33.40,242.00,287.00,55.00,71.00,11.00,0.00,60.00,46.00,117.00,136.00,54.00,1.00,2326.00,96.00,550.00,1505.00,391.00,25.00,2257.00,12.00,19.00,63.20,14.00,0.00,1459.00,6069.00,3060.00,125.00,43.00,3.00,16.00,19.00,1693.00,1610.00,95.10,31.00,8.00,0.00,0.00,58.00,19.00,0.00,17.00,0.00,0.00,0.00,329.00,27.00,22.00,55.10,2675.00
Jeff Hendrick,0.29345839,0.20189796,0.203465614,0.62005524,ie IRL,MF,Newcastle Utd,28.00,1992.00,15.80,2.00,11.00,2.00,18.20,0.70,0.13,0.18,1.00,17.60,0.00,0.00,0.00,1.10,1.10,0.10,0.90,0.90,429.00,533.00,80.50,7532.00,1770.00,194.00,231.00,84.00,174.00,194.00,89.70,49.00,73.00,67.10,1.00,0.70,0.30,4.00,27.00,5.00,1.00,35.00,519.00,14.00,12.00,0.00,77.00,6.00,5.00,0.00,0.00,0.00,0.00,387.00,68.00,78.00,60.00,431.00,25.00,0.00,5.00,0.00,3.00,13.00,26.00,14.00,0.89,12.00,0.00,0.00,1.00,1.00,0.00,2.00,0.13,2.00,0.00,0.00,0.00,0.00,0.00,6.00,4.00,3.00,3.00,0.00,2.00,14.00,14.30,12.00,173.00,48.00,27.70,41.00,104.00,28.00,24.00,9.00,0.00,15.00,12.00,36.00,18.00,28.00,0.00,656.00,38.00,181.00,367.00,144.00,17.00,643.00,10.00,18.00,55.60,11.00,0.00,399.00,1634.00,654.00,22.00,9.00,2.00,9.00,15.00,498.00,422.00,84.70,16.00,3.00,1.00,1.00,15.00,12.00,3.00,5.00,0.00,0.00,0.00,138.00,15.00,29.00,34.10,1422.00
Tom Davies,0.236874,0.3012474,0.37688656,0.74171363,eng ENG,MF,Everton,22.00,1998.00,15.80,0.00,7.00,0.00,0.00,0.44,0.00,0.00,,24.60,0.00,0.00,0.00,0.20,0.20,0.02,-0.20,-0.20,573.00,684.00,83.80,10963.00,2685.00,236.00,264.00,89.40,252.00,284.00,88.70,78.00,107.00,72.90,1.00,1.00,0.00,7.00,43.00,7.00,2.00,47.00,672.00,12.00,7.00,2.00,111.00,15.00,5.00,0.00,0.00,0.00,0.00,518.00,72.00,94.00,88.00,540.00,46.00,4.00,2.00,1.00,11.00,17.00,24.00,21.00,1.33,20.00,0.00,1.00,0.00,0.00,0.00,2.00,0.13,2.00,0.00,0.00,0.00,0.00,0.00,33.00,28.00,21.00,11.00,1.00,10.00,40.00,25.00,30.00,272.00,91.00,33.50,115.00,123.00,34.00,21.00,8.00,0.00,13.00,34.00,55.00,67.00,30.00,1.00,857.00,57.00,297.00,505.00,110.00,5.00,847.00,16.00,22.00,72.70,18.00,0.00,537.00,2716.00,1348.00,52.00,12.00,2.00,14.00,15.00,638.00,576.00,90.30,23.00,3.00,0.00,0.00,38.00,29.00,0.00,5.00,0.00,1.00,0.00,130.00,9.00,16.00,36.00,1423.00
